latitude,longitude
48.168678,11.754703
48.168643,11.754718
48.168599,11.754737
48.168545,11.754761
48.168489,11.754785
48.168439,11.754807
48.168379,11.754834
48.168324,11.754857
48.168269,11.754877
48.168201,11.754902
48.168141,11.754925
48.168089,11.754944
48.168033,11.754962
48.167975,11.754978
48.167925,11.754987
48.167859,11.754994
48.1678,11.755
48.167746,11.755002
48.167688,11.755004
48.167626,11.755005
48.167565,11.755
48.167507,11.754994
48.16745,11.754989
48.167396,11.754984
48.167339,11.754975
48.16728,11.754965
48.167215,11.754955
48.167152,11.754945
48.167093,11.75493
48.167037,11.754917
48.166978,11.754902
48.166928,11.75489
48.166869,11.754871
48.16681,11.754852
48.16675,11.754833
48.166693,11.754814
48.166631,11.754794
48.166568,11.754774
48.16651,11.754755
48.166455,11.754737
48.166391,11.754717
48.166323,11.754695
48.166267,11.754677
48.16621,11.754658
48.166165,11.754644
48.16611,11.754626
48.166049,11.754606
48.165986,11.754586
48.165922,11.754565
48.165863,11.754548
48.165804,11.754536
48.165744,11.754526
48.165683,11.754515
48.165623,11.754505
48.16556,11.754494
48.165502,11.754484
48.165446,11.754475
48.165392,11.754465
48.16533,11.754455
48.165265,11.754445
48.16521,11.754437
48.165153,11.754429
48.165104,11.754423
48.165047,11.754415
48.164986,11.754405
48.164919,11.754392
48.164868,11.754382
48.164812,11.754369
48.164749,11.754352
48.164697,11.754337
48.164648,11.754323
48.164583,11.754304
48.164523,11.754287
48.164455,11.754267
48.164392,11.754249
48.164336,11.754233
48.164279,11.754217
48.164231,11.754204
48.164164,11.754186
48.164111,11.754171
48.164053,11.754156
48.163991,11.754141
48.163939,11.754128
48.163879,11.754113
48.163829,11.7541
48.163764,11.754085
48.163696,11.754064
48.163649,11.75405
48.163592,11.754033
48.163528,11.754017
48.163464,11.754
48.163409,11.753986
48.163345,11.75397
48.163287,11.753955
48.163235,11.753942
48.163174,11.753927
48.163119,11.753913
48.163054,11.753896
48.163006,11.753883
48.162947,11.753867
48.162883,11.75385
48.162828,11.753835
48.162786,11.753824
48.162758,11.753816
48.162744,11.753812
48.162728,11.753808
48.162701,11.7538
48.162658,11.753787
48.162594,11.753769
48.162518,11.753745
48.162452,11.753724
48.162377,11.753696
48.162305,11.753666
48.162231,11.753629
48.16216,11.753581
48.162093,11.753535
48.162029,11.753491
48.16196,11.753433
48.1619,11.753383
48.16184,11.753331
48.161775,11.753275
48.161712,11.75323
48.161645,11.753184
48.161581,11.753145
48.161508,11.753111
48.16144,11.753089
48.161364,11.753068
48.161289,11.753066
48.161214,11.753076
48.161146,11.753092
48.16108,11.75312
48.161015,11.753161
48.160948,11.753207
48.160888,11.753267
48.160828,11.753328
48.16077,11.753387
48.160708,11.75345
48.160644,11.753516
48.160578,11.753583
48.160518,11.753645
48.160459,11.753705
48.160399,11.753766
48.160338,11.753828
48.160289,11.753878
48.160239,11.753929
48.160188,11.753981
48.160132,11.754037
48.160085,11.754085
48.160035,11.754136
48.159995,11.754177
48.159946,11.754226
48.1599,11.754273
48.159853,11.754321
48.159802,11.754373
48.159756,11.75442
48.1597,11.754477
48.159646,11.754533
48.159609,11.75457
48.159566,11.754612
48.159508,11.754668
48.159458,11.754714
48.159407,11.754757
48.159364,11.754794
48.159302,11.754845
48.159247,11.754886
48.159199,11.754922
48.159153,11.754955
48.159116,11.754981
48.159106,11.754988
48.159102,11.754991
48.159088,11.755
48.159059,11.75502
48.159031,11.755042
48.158979,11.755039
48.158937,11.754969
48.158894,11.754891
48.158847,11.754812
48.158799,11.754736
48.158758,11.75467
48.158708,11.754593
48.158656,11.754517
48.158599,11.754437
48.158545,11.75436
48.158494,11.754287
48.158442,11.754213
48.158387,11.754133
48.158331,11.754054
48.158274,11.753972
48.158225,11.753902
48.158173,11.753828
48.158117,11.753748
48.15806,11.753684
48.157998,11.753619
48.157932,11.753561
48.157866,11.753519
48.157793,11.753477
48.157725,11.753442
48.157652,11.753407
48.157575,11.753384
48.157499,11.753366
48.157431,11.753356
48.157362,11.753351
48.157293,11.753345
48.157216,11.753334
48.157138,11.753324
48.157067,11.753314
48.156992,11.753296
48.15693,11.753254
48.156872,11.753183
48.156824,11.7531
48.156795,11.752994
48.156785,11.752879
48.156774,11.752735
48.156758,11.752557
48.156737,11.752363
48.156706,11.752183
48.156675,11.752007
48.156643,11.751823
48.156614,11.751673
48.156534,11.751629
48.156483,11.751649
48.156418,11.751686
48.156336,11.751747
48.156246,11.751817
48.15614,11.751903
48.156031,11.751992
48.155916,11.752085
48.155803,11.752178
48.15569,11.75227
48.155577,11.752362
48.155464,11.752454
48.155353,11.752545
48.155246,11.752633
48.155133,11.752725
48.155024,11.752814
48.154912,11.752905
48.1548,11.752996
48.154688,11.753087
48.154579,11.753176
48.15447,11.753264
48.154353,11.753359
48.154246,11.753446
48.154131,11.753539
48.154021,11.753628
48.153913,11.753712
48.153798,11.753803
48.153686,11.75389
48.153573,11.753978
48.153459,11.754067
48.153348,11.754154
48.153238,11.75424
48.15313,11.754326
48.153025,11.754415
48.152952,11.75449
48.152909,11.754536
48.152893,11.754608
48.15292,11.754675
48.152959,11.754761
48.15301,11.754876
48.153068,11.755007
48.153133,11.755162
48.153204,11.755333
48.153285,11.755529
48.153374,11.755748
48.15346,11.755979
48.153536,11.756221
48.153608,11.756459
48.153682,11.756711
48.153751,11.756955
48.153817,11.757202
48.153882,11.75745
48.153946,11.757709
48.154008,11.757958
48.154072,11.758216
48.154132,11.758461
48.154189,11.758716
48.154246,11.758964
48.154299,11.759212
48.154351,11.759468
48.154404,11.759726
48.154454,11.759986
48.180579,11.762349
48.180586,11.762317
48.1806,11.762262
48.180615,11.76218
48.180626,11.762066
48.180623,11.761935
48.180593,11.761789
48.180542,11.761633
48.180481,11.761499
48.180419,11.761361
48.180357,11.761225
48.180296,11.761092
48.180231,11.760949
48.180169,11.760811
48.180103,11.760666
48.180038,11.760522
48.179977,11.760388
48.180294,11.756005
48.180283,11.756013
48.180258,11.756033
48.180222,11.756061
48.180168,11.756103
48.180109,11.75615
48.180055,11.756192
48.179997,11.756238
48.17994,11.756281
48.179877,11.756327
48.179829,11.75636
48.179765,11.756403
48.179711,11.756439
48.179655,11.756476
48.179598,11.756514
48.179543,11.756549
48.17948,11.756591
48.179426,11.756625
48.179367,11.756663
48.179307,11.756688
48.179242,11.756716
48.179178,11.756743
48.179116,11.756769
48.179051,11.756795
48.178988,11.75682
48.17893,11.756843
48.178867,11.756866
48.17881,11.756888
48.17875,11.75691
48.178693,11.756938
48.178654,11.756961
48.178599,11.756968
48.178566,11.756915
48.17853,11.756832
48.178496,11.756752
48.178459,11.756665
48.178426,11.756589
48.178393,11.756512
48.178357,11.756443
48.178312,11.756369
48.178267,11.756297
48.178217,11.756243
48.178161,11.756208
48.178103,11.756174
48.178042,11.756138
48.177984,11.756103
48.177914,11.756109
48.177848,11.756118
48.177785,11.75613
48.177723,11.756143
48.177655,11.756156
48.177589,11.756168
48.177523,11.756178
48.177454,11.756188
48.177395,11.756196
48.177325,11.756206
48.177266,11.756213
48.177206,11.756212
48.177142,11.756208
48.177079,11.756197
48.17702,11.756182
48.176963,11.756153
48.176907,11.756092
48.176864,11.756031
48.176824,11.755959
48.176789,11.755887
48.176756,11.755809
48.176724,11.755721
48.176698,11.755632
48.176674,11.755542
48.176653,11.755453
48.176634,11.755358
48.17662,11.755309
48.17658,11.755262
48.176521,11.755259
48.176462,11.755269
48.176403,11.755282
48.176339,11.755297
48.176277,11.755312
48.176218,11.755331
48.176155,11.755351
48.176088,11.755373
48.176026,11.755393
48.175964,11.755414
48.175904,11.755434
48.175845,11.755454
48.175778,11.755475
48.175717,11.755493
48.175657,11.75551
48.175598,11.755527
48.175547,11.75554
48.175481,11.755543
48.175422,11.755545
48.175358,11.755547
48.175288,11.75554
48.175225,11.755527
48.175165,11.75551
48.175098,11.75549
48.175031,11.75547
48.174973,11.755452
48.17491,11.755433
48.174842,11.755413
48.174784,11.755395
48.174722,11.755376
48.174656,11.755355
48.174603,11.755339
48.174542,11.755322
48.174476,11.755307
48.174387,11.755287
48.174283,11.755264
48.174171,11.75524
48.174065,11.755217
48.173959,11.755194
48.173846,11.755169
48.173737,11.755144
48.173624,11.755117
48.173511,11.755092
48.173406,11.755068
48.173298,11.755043
48.173186,11.755018
48.173088,11.754963
48.173002,11.754943
48.172954,11.754934
48.172947,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172946,11.754933
48.172932,11.75493
48.172901,11.754923
48.172851,11.754913
48.17278,11.754912
48.172694,11.754923
48.172595,11.754902
48.172485,11.754877
48.172373,11.75485
48.172266,11.754831
48.172153,11.754818
48.172044,11.754805
48.17193,11.754804
48.171818,11.754814
48.171709,11.754833
48.171597,11.754864
48.171486,11.754907
48.171378,11.754962
48.171273,11.755026
48.17117,11.755099
48.171068,11.755178
48.170966,11.755262
48.170869,11.755344
48.170776,11.755421
48.170682,11.7555
48.170586,11.755585
48.170514,11.755648
48.170447,11.7557
48.170369,11.755728
48.170314,11.755654
48.17027,11.755535
48.170218,11.755396
48.170165,11.755251
48.170109,11.755103
48.170056,11.754957
48.170004,11.754814
48.169953,11.754669
48.169899,11.75452
48.169849,11.754379
48.169775,11.754259
48.169669,11.754201
48.169563,11.754201
48.16946,11.754249
48.169356,11.754315
48.169249,11.754382
48.169151,11.754445
48.16905,11.754509
48.168958,11.754567
48.168898,11.754604
48.168832,11.754635
48.168765,11.754665
48.1687,11.754693
48.16864,11.754719
48.168591,11.754741
48.168527,11.754769
48.168468,11.754795
48.168405,11.754822
48.168342,11.75485
48.168277,11.754874
48.168217,11.754896
48.168156,11.754919
48.168092,11.754943
48.168031,11.754962
48.167963,11.754982
48.167904,11.754989
48.167838,11.754996
48.167777,11.755001
48.167709,11.755003
48.167647,11.755005
48.167583,11.755001
48.167523,11.754996
48.167462,11.75499
48.167401,11.754984
48.167333,11.754974
48.167271,11.754964
48.167204,11.754953
48.16714,11.754941
48.167072,11.754925
48.167004,11.754909
48.166946,11.754895
48.166882,11.754875
48.166816,11.754854
48.166789,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166788,11.754845
48.166772,11.75484
48.166738,11.754829
48.16669,11.754813
48.166625,11.754792
48.166559,11.754771
48.166493,11.75475
48.166425,11.754728
48.166366,11.754708
48.1663,11.754687
48.16624,11.754668
48.166175,11.754647
48.16611,11.754626
48.166042,11.754604
48.165974,11.754582
48.165911,11.754562
48.165853,11.754546
48.165788,11.754533
48.165725,11.754522
48.165664,11.754512
48.165602,11.754501
48.165543,11.754491
48.165482,11.754481
48.165418,11.75447
48.165356,11.754459
48.165294,11.754449
48.165229,11.75444
48.165169,11.754431
48.165104,11.754423
48.165043,11.754414
48.164982,11.754404
48.164921,11.754392
48.164859,11.75438
48.164792,11.754364
48.164734,11.754348
48.164675,11.754331
48.164608,11.754311
48.164541,11.754292
48.164473,11.754273
48.164411,11.754255
48.164344,11.754235
48.164282,11.754218
48.164217,11.7542
48.164156,11.754184
48.164096,11.754167
48.164028,11.75415
48.163966,11.754134
48.163897,11.754117
48.163835,11.754102
48.163775,11.754087
48.163706,11.754067
48.163644,11.754049
48.163584,11.754031
48.163519,11.754015
48.163451,11.753997
48.16339,11.753981
48.163324,11.753964
48.163263,11.753949
48.163198,11.753933
48.163129,11.753916
48.163067,11.753899
48.163002,11.753882
48.162939,11.753865
48.162881,11.753849
48.16282,11.753833
48.162752,11.753815
48.162686,11.753796
48.162625,11.753778
48.162562,11.753759
48.162497,11.753738
48.162434,11.753719
48.162374,11.753695
48.162312,11.753669
48.162251,11.753643
48.162196,11.753605
48.16214,11.753567
48.162084,11.753529
48.162022,11.753487
48.161962,11.753435
48.161906,11.753387
48.161854,11.753343
48.161797,11.753294
48.161738,11.753248
48.161679,11.753207
48.161619,11.753167
48.161557,11.753132
48.161497,11.753107
48.161437,11.753088
48.161371,11.753069
48.161302,11.753066
48.161239,11.753071
48.161176,11.753085
48.16111,11.753101
48.161047,11.75314
48.160992,11.753175
48.160936,11.753219
48.160878,11.753277
48.160823,11.753333
48.160768,11.753389
48.160717,11.753441
48.160664,11.753495
48.160613,11.753548
48.160556,11.753606
48.160504,11.753659
48.160451,11.753713
48.160399,11.753766
48.160345,11.753821
48.160295,11.753872
48.160243,11.753925
48.160189,11.75398
48.160134,11.754036
48.160081,11.754089
48.160025,11.754146
48.159975,11.754197
48.15992,11.754253
48.159863,11.754311
48.159812,11.754363
48.159762,11.754414
48.159709,11.754468
48.159656,11.754522
48.159599,11.754581
48.159544,11.754634
48.159494,11.754682
48.15944,11.75473
48.159384,11.754777
48.159331,11.754821
48.15927,11.754869
48.159214,11.75491
48.159161,11.75495
48.159099,11.754993
48.159053,11.755025
48.159007,11.755086
48.159006,11.755176
48.159033,11.755252
48.159061,11.755333
48.159088,11.75542
48.159104,11.755475
48.15913,11.755551
48.15915,11.755649
48.159165,11.755747
48.159174,11.755834
48.159183,11.755927
48.159191,11.756017
48.159201,11.756119
48.159209,11.756206
48.159218,11.75631
48.159226,11.756401
48.159234,11.756495
48.159242,11.756584
48.159229,11.756656
48.159164,11.756696
48.159104,11.756738
48.159048,11.756783
48.158994,11.756842
48.158949,11.756901
48.158896,11.756969
48.158847,11.757033
48.158795,11.7571
48.15875,11.757158
48.1587,11.757224
48.158647,11.757292
48.158594,11.757361
48.158541,11.757429
48.158491,11.757488
48.158443,11.757543
48.158397,11.757596
48.158348,11.757649
48.158295,11.757692
48.158244,11.757735
48.158187,11.757794
48.158127,11.757883
48.158061,11.757982
48.157988,11.758053
48.1579,11.758128
48.157802,11.758189
48.157706,11.758268
48.157608,11.758349
48.157517,11.758429
48.157424,11.758512
48.157331,11.758594
48.157234,11.758679
48.157138,11.758764
48.157046,11.758845
48.171784,11.751852
48.171787,11.751871
48.171792,11.751907
48.171801,11.751968
48.171814,11.752054
48.171831,11.75217
48.171852,11.752315
48.171877,11.752486
48.171905,11.752678
48.171936,11.752893
48.171972,11.753139
48.172008,11.753386
48.17204,11.753628
48.172074,11.75387
48.172106,11.754122
48.172135,11.754367
48.172165,11.754613
48.172194,11.75486
48.172224,11.755103
48.172253,11.755345
48.172254,11.755598
48.172284,11.755847
48.172314,11.7561
48.172343,11.756337
48.172372,11.756579
48.172401,11.756825
48.172431,11.757069
48.17246,11.757318
48.172491,11.757571
48.172519,11.757809
48.172548,11.758047
48.172578,11.758293
48.172608,11.758545
48.172636,11.758786
48.172664,11.759023
48.172693,11.759273
48.172722,11.759519
48.17275,11.759759
48.17278,11.760009
48.172808,11.76025
48.172836,11.760489
48.172864,11.76073
48.172896,11.760971
48.172928,11.761207
48.172959,11.761445
48.172992,11.761694
48.173024,11.761931
48.173056,11.762169
48.173088,11.762413
48.173121,11.762662
48.173151,11.762888
48.173174,11.763057
48.173198,11.763225
48.173224,11.763398
48.173256,11.763572
48.173293,11.763738
48.173337,11.763905
48.173388,11.764058
48.173445,11.764207
48.173512,11.764359
48.173591,11.764496
48.173677,11.764625
48.17377,11.764744
48.173864,11.764848
48.173968,11.764945
48.174076,11.765028
48.174181,11.765089
48.174298,11.765145
48.174412,11.765192
48.174533,11.765214
48.174646,11.765223
48.174762,11.765223
48.174881,11.765211
48.174996,11.765182
48.175111,11.765148
48.175228,11.765099
48.175343,11.765039
48.175419,11.764999
48.175466,11.764974
48.175475,11.764969
48.175479,11.764967
48.175481,11.764966
48.175481,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175482,11.764966
48.175496,11.764958
48.175527,11.76494
48.175579,11.76491
48.175646,11.764872
48.175727,11.764825
48.17582,11.764772
48.175927,11.76471
48.176051,11.764639
48.176189,11.764559
48.176345,11.76447
48.176498,11.764379
48.176649,11.764289
48.176802,11.764197
48.176951,11.764064
48.177103,11.763975
48.177262,11.763883
48.177417,11.763794
48.177572,11.763704
48.177722,11.763617
48.177877,11.763528
48.178031,11.763438
48.178187,11.763348
48.178339,11.763258
48.1785,11.763164
48.178655,11.763072
48.178808,11.762982
48.17896,11.762894
48.179112,11.762809
48.179269,11.762721
48.179423,11.762635
48.179575,11.76255
48.179736,11.76248
48.179899,11.762432
48.180063,11.762403
48.180225,11.762412
48.180346,11.762431
48.180426,11.762456
48.180469,11.762462
48.180523,11.762449
48.180568,11.762379
48.180589,11.762305
48.180613,11.762201
48.180626,11.762073
48.18062,11.761919
48.180583,11.761752
48.180526,11.761597
48.180463,11.761459
48.1804,11.76132
48.180337,11.761181
48.180271,11.761035
48.180202,11.760884
48.180138,11.760744
48.180071,11.760595
48.180004,11.760448
48.179938,11.760302
48.179875,11.760164
48.17981,11.760021
48.179758,11.759905
48.179723,11.759835
48.179654,11.759795
48.17958,11.759827
48.179489,11.759874
48.17938,11.759931
48.179266,11.759988
48.179151,11.760045
48.179034,11.760102
48.178925,11.760156
48.178814,11.760147
48.178717,11.760049
48.178649,11.759908
48.178593,11.759761
48.178534,11.759606
48.178474,11.759447
48.178418,11.759301
48.178362,11.759155
48.178304,11.759001
48.178248,11.758847
48.178194,11.758687
48.178143,11.758533
48.178093,11.758381
48.178061,11.758283
48.178037,11.758229
48.177976,11.75821
48.177915,11.758249
48.177859,11.75829
48.163648,11.75475
48.163626,11.754754
48.163626,11.754788
48.16365,11.754793
48.163688,11.754794
48.163744,11.754795
48.163811,11.754796
48.163879,11.754789
48.163921,11.754713
48.163929,11.754611
48.163935,11.754504
48.163939,11.754419
48.16394,11.754313
48.163921,11.754207
48.163869,11.754125
48.163795,11.754092
48.163719,11.754071
48.163648,11.75405
48.163577,11.754029
48.163502,11.75401
48.163434,11.753993
48.163358,11.753973
48.163289,11.753956
48.16322,11.753939
48.163154,11.753922
48.163081,11.753903
48.163014,11.753885
48.162944,11.753866
48.162871,11.753846
48.162803,11.753828
48.16273,11.753809
48.162659,11.753788
48.16259,11.753767
48.162516,11.753744
48.162441,11.753721
48.162372,11.753694
48.1623,11.753664
48.162233,11.753631
48.162165,11.753584
48.162101,11.75354
48.162034,11.753495
48.161973,11.753445
48.161915,11.753395
48.161857,11.753345
48.161791,11.753289
48.16173,11.753242
48.161662,11.753196
48.161596,11.753154
48.161529,11.753119
48.161462,11.753095
48.161392,11.753075
48.161321,11.753066
48.161246,11.75307
48.161173,11.753086
48.161105,11.753104
48.16104,11.753145
48.16097,11.753189
48.160906,11.753249
48.160849,11.753306
48.16079,11.753366
48.160733,11.753425
48.160677,11.753482
48.160615,11.753545
48.160555,11.753606
48.1605,11.753662
48.160437,11.753727
48.160379,11.753786
48.160323,11.753844
48.160268,11.7539
48.160207,11.753962
48.16015,11.75402
48.160095,11.754075
48.160032,11.754139
48.15997,11.754202
48.159913,11.75426
48.159852,11.754322
48.159793,11.754383
48.15973,11.754447
48.159668,11.75451
48.15961,11.754569
48.15955,11.754628
48.15949,11.754686
48.15943,11.754738
48.15937,11.754789
48.159302,11.754845
48.159234,11.754896
48.159174,11.75494
48.159111,11.754985
48.159062,11.755018
48.159013,11.755051
48.158966,11.755021
48.15892,11.754939
48.158874,11.754856
48.158826,11.75478
48.158778,11.754702
48.158748,11.754655
48.158707,11.754591
48.158653,11.754513
48.158603,11.754442
48.158551,11.754368
48.158503,11.7543
48.158456,11.754232
48.158402,11.754155
48.158349,11.754079
48.158297,11.754004
48.158244,11.753929
48.158193,11.753857
48.158145,11.753788
48.158091,11.753719
48.158038,11.753659
48.157979,11.753602
48.157921,11.753552
48.15785,11.75351
48.157785,11.753474
48.157713,11.753436
48.157643,11.753402
48.157572,11.753384
48.157506,11.753368
48.157437,11.753356
48.157371,11.753352
48.157297,11.753345
48.157225,11.753336
48.157155,11.753326
48.15709,11.753317
48.157017,11.753305
48.156952,11.753275
48.156897,11.753219
48.15685,11.753148
48.156814,11.753066
48.156792,11.752966
48.156782,11.752835
48.156768,11.752674
48.156751,11.752486
48.156727,11.752301
48.156697,11.752131
48.156665,11.751951
48.156632,11.751765
48.156595,11.751581
48.156557,11.751408
48.156515,11.751227
48.156473,11.751045
48.156431,11.750874
48.156384,11.750695
48.156342,11.750532
